31421.88,53414.28,39.555
31425.02,53387.8,36.8774
31426.62,53359.06,31.225
31425.53,53348.04,27.416
31440.31,53344.57,27.7945
31454.84,53352.89,28.4999
31442.45,53402.88,37.951
31393.86,53393.47,32.5395
31387.57,53358.85,29.426
31376.62,53358.59,29.223
31364.21,53348.66,28.2538
31340.89,53362.8,26.8212
31347.62,53335.73,26.2299
31362.69,53331.84,26.6612
31402.35,53351.82,28.4848
31399.61,53335.09,26.6922
31333.34,53331.15,24.6894
31322.26,53344.1,24.3684
31381.66,53326.8,26.7581
31331.42,53396.59,28.7137
31317.25,53372.7,25.8215
31313.74,53404.54,26.9055
31349.16,53416.04,31.7509
31367.77,53424.7,34.8919
31383.5,53414.85,37.4818
31370.21,53399.59,32.5866
31353.32,53386.89,30.5459
31336.82,53383.23,29.2504
31322.59,53421.13,27.7593
31316.53,53468.29,27.0276
31313.32,53434.93,26.5662
31324.05,53456.71,28.8742
31372.23,53491.54,33.0459
31363.75,53470.83,32.6194
31397.87,53414.07,39.5041
31368.77,53446.84,34.5865
31337.25,53438,30.1398
31344.36,53456.08,30.1871
31401.02,53472.76,38.5963
31432.82,53479.13,42.3405
31422.7,53499.63,40.7577
31402.93,53492.35,37.9286
31390.16,53489.32,36.34
31383.25,53449.7,36.9367
31406.78,53444.56,41.6945
31427.23,53464.5,43.5075
31439.93,53503.6,41.0365
31437.89,53515.85,39.9929
31493.01,53505.89,33.8673
31490.18,53485.63,36.4479
31472.49,53493.83,39.8801
31450.67,53482.52,42.3327
31461.98,53508.1,40.2172
31482.32,53513.7,36.919
31466.79,53532.14,37.7726
31446.42,53547.81,38.3385
31429.29,53555.09,37.5484
31466.8,53550.59,37.233
31490.08,53542.39,33.8351
31481.02,53562.32,34.4659
31461.23,53582.49,34.1418
31474.09,53585.43,32.5303
31464.84,53596.28,31.7542
31494.1,53573.76,31.3335
31505.61,53567.67,29.5076
31465.51,53435.85,40.6101
31438.86,53446.92,43.5085
31462.16,53451.21,42.1787
31442.84,53425.14,42.2289
31471.64,53465.83,41.4353
31478.39,53444.54,39.4434
31489.73,53436.92,35.15
31502.75,53446.87,32.0204
31499.59,53424.8,31.1902
31477.23,53415.55,36.1728
31459.37,53405.41,36.2749
31487.67,53407.98,31.2808
31511.39,53410.21,29.09
31495.92,53392.51,29.1024
31524.73,53434.96,28.8913
31523.57,53415.92,28.6408
31504.81,53381.47,28.3432
31495.85,53365.02,27.6838
31500.58,53352.99,26.1047
31486.82,53348.82,26.2623
31471.08,53350.47,27.5493
31521.57,53357.64,25.8516
31526.14,53387.14,25.9322
31538.09,53418.4,25.2847
31533.77,53448.49,25.8802
31494.46,53465.16,34.603
31508.1,53458.79,31.0874
31519.64,53503.63,28.9581
31505.74,53504.38,29.4945
31513.9,53487.85,29.3574
31522.38,53473.73,28.2401
31534.46,53474.65,28.1753
31537.72,53501.33,27.601
31530.08,53526.89,29.1993
31519.63,53538.63,29.2767
31431.95,53327.38,26.6129
31419.39,53326.22,26.2965
31400.14,53591.41,31.3133
31375.51,53580.18,30.2236
31381.36,53603.18,28.8233
31341.71,53529.15,27.0601
31408.9,53583.86,33.6867
31419.84,53565.07,36.2957
31402.71,53544.34,36.3476
31403.82,53568.31,34.7975
31388.7,53517.51,35.1603
31366.48,53521.11,31.672
31349.28,53539.64,29.138
31335.71,53506.62,26.9185
31350.97,53505.15,29.6483
31379.74,53494.79,33.5259
31374.64,53511.44,33.1928
31354.75,53493.14,30.8649
31508.67,53549.66,30.3146
31500.28,53369.18,27.7
31431.06,53442.8,43.9
31444.08,53455.78,43.46
31374.57,53461.02,35.5
31388.9,53437.3,38.2
31407.54,53399.61,37
31450.64,53514.12,40.1
