512851.699,1121834.867,210.31
512850.236,1121835.836,210.43
512848.802,1121836.824,210.31
512847.151,1121836.595,210.29
512849.057,1121831.194,210.44
512846.319,1121834.68,210.36
512847.872,1121828.652,210.43
512844.406,1121835.692,210.41
512849.974,1121822.53,210.35
512847.42,1121826.715,210.33
512841.893,1121836.777,210.38
512842.204,1121833.716,210.39
512845.495,1121825.847,210.41
512847.488,1121821.435,210.47
512839.877,1121837.289,210.52
512842.601,1121829.914,210.47
512841.693,1121830.249,210.36
512843.665,1121825.828,210.44
512841.285,1121830.542,210.35
512850.042,1121810.872,210.32
512850.82,1121807.228,210.35
512839.262,1121831.614,210.43
512840.9,1121826.505,210.36
512847.948,1121806.836,210.33
512839.078,1121822.817,210.36
512851.561,1121787.907,210.46
512836.039,1121822.946,210.33
512843.538,1121805.103,210.41
512848.537,1121792.055,211.54
512848.374,1121791.586,211.93
512849.211,1121789.581,211.86
512831.485,1121831.862,210.35
512842.577,1121803.299,210.57
512845.867,1121795.351,211.01
512838.244,1121812.394,210.51
512834.65,1121818.085,210.45
512838.392,1121808.894,210.78
512843.225,1121796.437,211.16
512834.268,1121817.857,210.54
512837.06,1121810.142,210.41
512836.623,1121810.524,210.62
512844.588,1121790.469,211.87
512845.37,1121787.575,211.44
512840.954,1121797.9,210.65
512845.395,1121786.815,210.32
512844.732,1121787.879,211.61
512847.395,1121780.324,210.64
512826.95,1121830.95,210.33
512840.869,1121795.451,210.25
512839.74,1121797.178,210.33
512843.684,1121786.546,211.71
512833.505,1121810.844,210.61
512841.527,1121790.238,211.94
512842.314,1121788.244,212.05
512843.112,1121786.209,211.82
512841.985,1121788.296,212.12
512842.999,1121785.71,211.46
512849.889,1121766.421,210.07
512847.897,1121770.923,210.34
512841.791,1121786.077,211.24
512840.127,1121786.908,210.24
512832.024,1121805.654,210.49
512829.47,1121811.528,210.84
512839.043,1121786.294,210.13
512843.051,1121773.152,210.41
512843.661,1121769.919,210.37
512840.567,1121777.237,210.73
512834.616,1121791.561,210.27
512838.757,1121780.437,210.58
512849.979,1121750.184,211.06
512848.814,1121752.641,210.17
512847.008,1121749.922,210.94
512820.753,1121821.52,210.41
512834,1121783.956,210.39
512839.271,1121768.136,210.65
512818.939,1121824.021,210.34
512845.33,1121750.183,210.72
512831.558,1121788.55,210.25
512821.253,1121816.588,210.38
512824.3,1121808.021,210.36
512844.49,1121750.138,210.39
512817.62,1121824.079,210.45
512818.327,1121822.065,210.22
512838.176,1121765.654,210.39
512839.806,1121760.715,210.54
512827.391,1121795.284,210.68
512830.238,1121785.259,210.34
512841.3,1121753.377,210.64
512831.942,1121779.379,210.48
512838.769,1121759.561,210.33
512815.549,1121825.451,210.38
512840.555,1121752.442,210.54
512819.77,1121812.888,210.35
512835.491,1121764.65,210.35
512830.978,1121777.076,210.68
512814.979,1121823.875,210.53
512833.4,1121767.663,210.48
512813.371,1121827.354,210.4
512835.665,1121760.53,210.44
512838.08,1121753.287,210.7
512834.831,1121761.495,210.51
512811.017,1121833.138,210.56
